state,city,project_name,domain,status,amount_raw,amount_usd,description
Illinois,Glencoe,Various Street Improvements,Transport Emissions,In Progress,"$3,782,220",3782220.0,"The Capital Projects Fund uses bond proceeds for the construction of various street improvements, which led to an increase in infrastructure capital assets."
Illinois,Glencoe,Solid Waste Transport Service (SWANCC),Waste Management,In Progress,"$154,892 annually",154892.0,Annual payments for the transport of solid waste to the Solid Waste Agency of Northern Cook County (SWANCC).
Illinois,Glencoe,Street and Road Maintenance and Construction,Transport Emissions,In Progress,"$256,829",256829.0,"Ongoing program for the maintenance and construction of streets and roads, funded by Motor Fuel Tax."
Illinois,Chicago,Street construction and resurfacing projects,Transport Emissions,Completed,$271.9 million,271900000.0,"These completed projects improve road infrastructure, contributing to smoother traffic flow and potentially reducing transport emissions."
Illinois,Chicago,Street lighting and transit projects,Transport Emissions,Completed,$192.5 million,192500000.0,"These completed projects enhance urban transit infrastructure and street lighting, contributing to the city's transportation network."
Illinois,Chicago,Bridge and viaduct reconstruction,Transport Emissions,Completed,$87.8 million,87800000.0,"These completed projects involve rebuilding key transportation infrastructure, improving connectivity and safety."
Illinois,Chicago,Chicago Works and Chicago Recovery Plan programs (infrastructure projects in process),Transport Emissions,In Progress,"nearly $1,497.2 million",1497200000.0,"These ongoing programs fund various infrastructure projects, including citywide transportation network improvements, to enhance city assets and support recovery."
Illinois,Chicago,O'Hare HVAC system upgrades,Energy Efficiency,In Progress,Included in $633.6 million for O'Hare capital additions,,"This project involves upgrading the heating, ventilation, and air conditioning systems at O'Hare International Airport to improve energy efficiency."
Illinois,Chicago,O'Hare ATS rail,Transport Emissions,In Progress,Included in $633.6 million for O'Hare capital additions,,"This project involves the construction or upgrade of the Automated People Mover (ATS) rail system at O'Hare, enhancing internal airport transit."
Illinois,Chicago,Water Infrastructure Finance and Innovation Act (WIFIA) Loans,Waste Management,In Progress,$61.2 million,61200000.0,"Loans issued in 2024 to fund water and wastewater infrastructure projects, contributing to waste management."
Illinois,Chicago,"City of Chicago Second Lien Wastewater Transmission Bonds, Refunding Series 2024A",Waste Management,Unknown,$227.9 million,227900000.0,"Refunding bonds issued to support ongoing wastewater transmission infrastructure, a component of waste management."
Illinois,Chicago,"City of Chicago Second Lien Wastewater Transmission Bonds, Refunding Series 2024B",Waste Management,Unknown,$138.3 million,138300000.0,"Refunding bonds issued to support ongoing wastewater transmission infrastructure, a component of waste management."
Illinois,Chicago,Transportation Infrastructure Finance and Innovation Act (TIFIA) Loans,Transport Emissions,In Progress,Not stated,,"Loans for surface transportation infrastructure projects, which can include initiatives to reduce transport emissions."
Illinois,Chicago,Replacement of obsolete electrical switchgear and existing temporary standby generators at the Jardine Water Purification Plant,Energy Efficiency,In Progress,$39.3 million,39300000.0,This project involves replacing obsolete electrical switchgear and temporary standby generators at the Jardine Water Purification Plant to improve energy efficiency and reliability.
Illinois,Chicago,Brownfield redevelopment projects,Waste Management,In Progress,$31.9 million,31900000.0,"Projects primarily related to the removal of underground storage tanks, cleanup of contaminated soil, and removal of other environmental pollution."
Illinois,Chicago,Vehicle Tax Fund Street Repairs and Maintenance Program,Transport Emissions,In Progress,"$253,509",253509000.0,"This program funds ongoing street repairs and maintenance, contributing to the city's transportation infrastructure."
Illinois,Chicago,Motor Fuel Tax Street and Pavement Repair and Maintenance Program,Transport Emissions,In Progress,"$131,967",131967000.0,"This program finances the repair and maintenance of streets and pavements, enhancing the city's transportation network."
Illinois,Chicago,Liquid Waste Environmental Management Program,Waste Management,In Progress,Not stated,,This program supports environmental management activities specifically related to liquid waste.
Illinois,Chicago,Payment of the Annual Contribution to the Chicago Transit Authority (CTA),Transport Emissions,Completed,"$3,000,000",3000000.0,"This project provides an annual contribution to the Chicago Transit Authority, supporting public transit and reducing transport emissions."
Illinois,Chicago,Environmental Cleanup & Floating Garden Projects - Logan Square,Waste Management,Completed,"$24,000",24000.0,"This project includes environmental cleanup efforts in Logan Square, contributing to waste management."
Illinois,Chicago,CONSTRUCTION & DEMOLITION DEBRIS MANAGEMENT FUND,Waste Management,In Progress,"Final Budget: $414,000",414000.0,"This fund is dedicated to managing construction and demolition debris, which is a key aspect of waste management."
Illinois,Hawthorn Woods,Village streets and drainage improvement program,Transport Emissions,In Progress,"annual $900,000",900000.0,"This program uses dedicated funds to repair and replace aging road infrastructure and underground culverts, and provide ongoing road maintenance, directly impacting transport infrastructure."
Illinois,Hawthorn Woods,additional capacity for sewer treatment,Waste Management,Planned,Not stated,,"Discussions are underway regarding utility expansion services and capacity standards for sewer treatment, which is a component of waste management."
Illinois,Hawthorn Woods,extend utilities along the Gilmer Road right of way (water and sewer),Waste Management,Planned,almost $2 million dollars in grant funds,2000000.0,"This initiative involves undertaking grant proposals to extend water and sewer utilities along Gilmer Road to underserved areas, with sewer extension being a component of waste management infrastructure."
Illinois,Hawthorn Woods,Projects to achieve International Dark Sky Community designation,Energy Efficiency,Completed,Not stated,,"The Village undertook projects, likely including LED lighting upgrades, to achieve the International Dark Sky Community designation, which reduces light pollution and improves energy efficiency."
Illinois,Hawthorn Woods,Road Maintenance and Replacement Program,Transport Emissions,In Progress,"$2,114,077",2114077.0,"This program accounts for expenditures related to the ongoing maintenance and replacement of the city's road infrastructure, which is fundamental to transport."
Illinois,Hawthorn Woods,"Construction and/or Renovation to Buildings, Additions, or Structures",Energy Efficiency,Unknown,"$104,000",104000.0,"This grant-funded project involves construction and/or renovation of buildings, which commonly includes energy efficiency upgrades like HVAC improvements or insulation."
Illinois,Hawthorn Woods,Site Improvements,Transport Emissions,Unknown,"$272,419",272419.0,"This grant-funded project involves site improvements, which can include infrastructure for transport emissions reduction such as EV charging stations, bike lanes, or pedestrian paths."
Illinois,DeKalb,Purchase of two budgeted ambulances,Transport Emissions,Unknown,Not stated,,"The city purchased new ambulances as part of its fleet replacement, which contributes to modernizing its transport fleet."
Illinois,DeKalb,Purchase of four 2023 F150 trucks,Transport Emissions,Unknown,Not stated,,"The city purchased new F150 trucks as part of its fleet replacement, which contributes to modernizing its transport fleet."
Illinois,DeKalb,Roadway construction project for Peace Road and Fairview Drive,Transport Emissions,Unknown,Not stated for this specific project (part of $3.7 million capital outlay for multiple projects),,"This project involved roadway construction on Peace Road and Fairview Drive, improving transport infrastructure."
